name,key_city,city,url,rating,description,nb_visit
Hôtel Bristol,saint malo,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/bristol-union.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,7","100 m du centrePlage à proximitéÀ 200 m de la plageL’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance",1 272
Résidence Neptunia,saint malo,"Sillon, Saint-Malo",https://www.booking.com/hotel/fr/residence-neptunia.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,8","2,1 km du centreFront de merLa Résidence Neptunia propose des appartements équipés à Saint-Malo, à 50 mètres de la plage",101
Hôtel L'Adresse,saint malo,"Sillon, Saint-Malo",https://www.booking.com/hotel/fr/adresse.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,7","0,7 km du centrePlage à proximitéÀ 50 m de la plageNiveau 1 Voyage DurableL’établissement L’Adresse propose un hébergement indépendant, à 30 mètres de la plage du Sillon, à 300 mètres du centre-ville de Saint-Malo et à 500 mètres du port de plaisance de Saint-Malo",758
Quic En Groigne,saint malo,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/quic-en-groigne-saint-malo.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,7","300 m du centrePlage à proximitéÀ 100 m de la plageNiveau 1 Voyage DurableLe Quic En Groigne bénéficie d'un emplacement idéal dans un quartier paisible du vieux Saint-Malo, à proximité de la plage, du principal quartier commerçant et du terminal ferry",469
La Maison des Armateurs,saint malo,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/la-maison-des-armateurs.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,5","100 m du centrePlage à proximitéÀ 250 m de la plageSitué dans le centre historique de Saint-Malo, l’établissement La Maison des Armateurs vous accueille à 5 minutes à pied de la cathédrale et à 120 mètres du port de plaisance",1 347
Oceania Saint Malo,saint malo,"Sillon, Saint-Malo",https://www.booking.com/hotel/fr/oceaniasaintmalo.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,3","0,6 km du centreFront de merDonnant sur la mer, l'Oceania Saint Malo se situe sur la Chaussée du Sillon, en face de la plage du même nom et à 450 mètres du port de plaisance de Saint-Malo",1 813
Hotel des Abers,saint malo,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/des-abers.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,7","100 m du centrePlage à proximitéÀ 100 m de la plageOccupant un bâtiment construit au XVIe siècle, l'Hotel des Abers est situé dans le centre de Saint-Malo, à 400 mètres du casino et à 500 mètres du ferry Cale de Dinan",363
Appartements des Marins,saint malo,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/appartements-des-marins.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,2","100 m du centrePlage à proximitéÀ 250 m de la plageNiveau 1 Voyage DurableSitué dans le centre de Saint-Malo, l'Appartements des Marins propose un bar ainsi que des hébergements avec une connexion Wi-Fi gratuite et une cuisine",163
Residence Reine Marine,saint malo,Saint-Malo,https://www.booking.com/hotel/fr/residence-reine-marine.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,3","3,8 km du centreFront de merSituée sur la plage la résidence vous offre un panorama exceptionnel sur la baie de saint-malo Piscine couverte et chauffée, hammam, parking gratuit, accès direct à la plage, à quelques minutes du ce...8,3Très bien 1 028 expériences vécuesVoir les tarifs",1 028
Kyriad Prestige Saint-Malo,saint malo,Saint-Malo,https://www.booking.com/hotel/fr/kyriad-prestige-saint-malo-xml.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,5","3,1 km du centrePlage à proximitéÀ 2 km de la plageNiveau 1 Voyage DurableLe Kyriad Prestige Saint-Malo se trouve à 4 km du centre historique Intra-muros et des plages",2 773
Villa des Thermes,saint malo,"Sillon, Saint-Malo",https://www.booking.com/hotel/fr/villa-des-thermes.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,7","2,4 km du centrePlage à proximitéÀ 100 m de la plageSitué à Saint-Malo, la Villa des Thermes se trouve à 170 mètres de la plage et à 2 km du port de plaisance de Saint-Malo",40
Logis Maison Vauban - Hotel St Malo,saint malo,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/palais.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,4","100 m du centrePlage à proximitéÀ 100 m de la plageL'Hôtel du Palais vous accueille à côté de la cathédrale Saint-Vincent à Saint-Malo, à seulement 200 mètres de la plage et à 450 mètres du port de plaisance",486
ibis Saint Malo Plage,saint malo,"Sillon, Saint-Malo",https://www.booking.com/hotel/fr/ibis-saint-malo-plage.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,3","1,1 km du centreFront de merNiveau 1 Voyage DurableSitué en face de la plage, à Saint-Malo, l’hôtel ibis Saint Malo Plage possède une réception ouverte 24h/24",1 776
Hôtel La Porte Saint Pierre-Logis Hôtel Intra Muros,saint malo,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/sarl-porte-saint-pierre.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,6","300 m du centrePlage à proximitéÀ 50 m de la plageNiveau 1 Voyage DurableL'Hôtel La Porte Saint Pierre-Logis Hôtel Intra Muros est situé à l'intérieur des remparts historiques de la vieille ville de Saint-Malo, à seulement 10 mètres de la plage",1 471
Antinéa,saint malo,"Sillon, Saint-Malo",https://www.booking.com/hotel/fr/antinea.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1466824&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=6c566a77fb3c0273&srepoch=1688224112&from=searchresults#hotelTmpl,"8,2","1,6 km du centreFront de merSitué sur la grande plage de Saint-Malo, l'Antinéa propose un hébergement en bord de mer",131
Château Saint Gilles,bayeux,Bayeux,https://www.booking.com/hotel/fr/chateau-saint-gilles.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=aa1a6a78c714013e&srepoch=1688224114&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,6","3,1 km du centreNiveau 3 Voyage DurableSitué à Bayeux, à 4,6 km du musée Baron Gérard, le Château Saint Gilles propose une piscine extérieure ouverte en saison, un parking privé gratuit, un jardin et un salon commun",533
Villa Lara Hotel,bayeux,Bayeux,https://www.booking.com/hotel/fr/villa-lara-ha-tel.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=aa1a6a78c714013e&srepoch=1688224114&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,6","100 m du centreNiveau 2 Voyage DurableLa Villa Lara Hotel est un petit boutique hôtel de luxe situé dans le centre historique de Bayeux, en face de la cathédrale du XIe siècle et à seulement 2 minutes à pied de la Tapisserie de Bayeux",124
La Maison de Mathilde,bayeux,Bayeux,https://www.booking.com/hotel/fr/la-maison-de-mathilde.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=aa1a6a78c714013e&srepoch=1688224114&from=searchresults#hotelTmpl,"9,0","50 m du centreLa Maison de Mathilde vous accueille à Bayeux, à 100 mètres du musée Baron Gérard et à 200 mètres du musée de la Tapisserie de Bayeux",330
Domaine de Bayeux,bayeux,Bayeux,https://www.booking.com/hotel/fr/domaine-de-bayeux.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=aa1a6a78c714013e&srepoch=1688224114&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,1",500 m du centreNiveau 1 Voyage DurableLe Domaine de Bayeux occupe une maison du XVIIIe siècle avec un parc arboré dans le centre de Bayeux,560
Appart’hôtel saint patrice,bayeux,Bayeux,https://www.booking.com/hotel/fr/appart-saint-patrice.fr.html?label=en-fr-booking-desktop-Akb7DsuMl_04Kj1fagYeEgS652796016858%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9056548%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=bayesian_review_score&nflt=ht_id%3D204%3Breview_score%3D90%3Breview_score%3D80&srpvid=aa1a6a78c714013e&srepoch=1688224114&from=searchresults#hotelTmpl,"8,9","0,8 km du centreSitué à Bayeux, à proximité de la cathédrale Notre-Dame de Bayeux, du musée Baron Gérard et du musée de la Tapisserie de Bayeux, l'Appart'hôtel saint patrice propose une connexion Wi-Fi gratuite et un...8,9Superbe 97 expériences vécuesSituation géographique 9,6Voir les tarifs",97
